job_id,role,job_title,jd_text,required_experience,source
326,Data Analyst,Senior Supply Chain Data Analyst,"Peloton is looking for an experienced Senior Data Analyst to support our Supply Chain Operations team. The role involves developing insights to inform delivery strategy, logistics network optimization and process improvement opportunities providing senior leadership with the ability to make effective data driven decisions. You will work cross-functionally with other teams at Peloton including IT, Business Intelligence, and Supply Chain Operations; building models and dashboards to understand current performance and trends. You will work closely with Operations functional owners to ensure we are measuring things the right way and that we have the data necessary to report o performance as we grow and further scale. The ideal candidate possesses a strong analytical toolset, has a passion for difficult challenges and a willingness to prototype and rapidly iterate, working with cross-functional teams to drive meaningful impact to the business. Accountabilities Define KPIs for the Supply Chain teams (Planning, Logistics, Last Mile Delivery) that align to our key business objectives by analyzing operational and financial data Conceptualize and build centralized tools (including dashboards) that the Global Operations team can use to extract data/insights for daily business management in an automated manner Write scripts and build tools to extract, clean and transform operations- related data Compile and reconcile data from multiple sources into formats to be leveraged by Business Partners and Senior Leaders Provide daily, weekly and monthly reporting and analysis to Business Partners and Senior Leaders Create and facilitate user acceptance testing and drive adoption of reporting tool sets across the Supply Chain organization Identify gaps in our data collection and collaborate with product and engineering on data capture specifications Develop models with various forecasting techniques to improve operational efficiency Qualifications Bachelor's or Master s degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Finance or Statistics) Minimum 3 years of work experience as a Data Analyst or Business Analyst Fluency in SQL or other programming languages. Some development experience in at least one scripting language (PHP, Python, Perl, etc.) High level of proficiency in Excel and significant past experience with data visualization tools such as Looker, Qlik, etc. Hands-on experience in Supply Chain, Operations, Engineering, or a related field with Supply Planning, Inventory Optimization and/or Network Optimization Understanding of Supply Chain Systems - WMS, TMS, ERP systems preferred About_Peloton Founded in 2012, Peloton is a global interactive fitness platform that brings the energy and benefits of studio-style workouts to the convenience and comfort of home. We use technology and design to bring our Members immersive content through the Peloton Bike, the Peloton Tread, and Peloton Digital, which provide comprehensive, socially-connected fitness offerings anytime, anywhere. We believe in taking risks and challenging the status quo by continuously innovating and improving. Our team is made up of passionate brand ambassadors, and we know that together, we go far. Headquartered in New York City, with offices, warehouses and retail showrooms in the US, UK, Canada, and Germany, Peloton is changing the way people get fit. Peloton has been named to many prestigious industry lists, including Fast Company's Most Innovative Companies, CNBC's Disruptor 50, Crain's New York Business' Tech25 and Fast50, as well as TIME's Genius Companies. Visit to learn more about joining our team.",3.0,postings.csv/DataAnalyst.csv
327,Data Analyst,"Data Analyst, Capital Markets (Manager)","Data Analyst, Capital Markets (Manager) - ITO032952 With a startup spirit and 80,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and adventurous persons who see the world differently, and are aggressive enough to reinvent it. Come, transform with us. We are inviting applications for the role of Business Analyst (Banking / Capital Markets In this role, you will be responsible for mapping source to target flows of data attributes from systems of record to a data warehouse or from data warehouse to Analytics models and/or reports. This will go towards crafting requirements to automate feeds into the data warehouse and/or to downstream reporting/analytics layers. Responsibilities Break down sophisticated Data into meaningful chunks and synthesize action plans relevant to the business Proven analytical ability using tools to evaluate data and draw conclusions Translate key insights, trends and data into meaningful recommendations; prioritize project work into client presentations, outlining findings and recommendations Build a framework, with a focus on improvement of data quality and the protection of critical data through policies and standards, principles, governance metrics, processes, related tools and data architecture Crafts mapping of data sources, data movement, interfaces, and analytics. Builds flow diagrams, structure charts, and other types of system, process, data flow representations. Optimize and update logical and physical data models to support new and existing projects. Profile data, resolve trends, patterns, inconsistencies, draw conclusions in order to conceptualize DQ rules and recommend business rules. Translate conceptualize DQ rules into scripts for validation of the proposed rules and recommend improvements based on data domains, product type, client specific data and systems layout. Data Transformation, Data Enrichments, data warehouse and data delivery techniques using Ab Initio as ETL environment. Define critical metric to measure and presenting data quality controls to senior management/partners Coordinate User Acceptance Testing with business user community and QA teams. Develop UAT test cases and test scripts for manual and automated data load validation and approval. Execute UAT test scripts and document results of test scripts for review and approval. Collaborate and coordinate with offshore and onsite team members to fulfill the BA responsibilities from project initiation to post-implementation. Manage changes to requirements and baseline through a change control process Qualifications Minimum qualifications we seek in you! College education required (Preferably in financial/Data specialization) knowledge of Capital Markets Finance domain. Excellent verbal and written communication skills. Prior experience interacting extensively with users. Good understanding of the capital markets is a plus Prior data analysis/data profiling experience (quantifying the issue, identifying trends & patterns) Strong analytical & problem solving capabilities to break sophisticated problems into simpler ones. Experience and detailed knowledge with Master Data Management, ETL, Data Quality, metadata management, data profiling, micro-batches, streaming data loads. Experience on Informatica IDQ or in any DQ tools is added advantage Experience in implementing database solutions on MS SQL Server, Oracle and DB2 required. Preferred qualifications Prior experience/exposure to traded products data modeling is highly preferred Bachelor’s degree in information technology, business, or related field, or any equivalent combination of education and experience required. Experience in CCAR calculation allocation to regulatory schedule line item level. Experience in using Collibra tool for data management, prepare template for ready use/ upload and deployment is desirable Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to crafting a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com . Follow us on Twitter , Facebook , LinkedIn , and YouTube . Job Senior Principal Consultant Primary Location United States-South Carolina Education Level Bachelor's / Graduation / Equivalent Job Posting Jun 26, 2020, 5:46:49 PM Unposting Date Aug 25, 2020, 6:29:00 PM Master Skills List Corporate Job Category Full Time",,postings.csv/DataAnalyst.csv
328,Data Analyst,Business Data Analyst (Financial Services),"Business Data Analyst (Financial Services) This position is a remote position! Responsibilities: SME for Client Control and Data in a Financial Services environment. Develop and supply expertise to become in house SME. Need to develop a clear workflow/data connection from trade execution to position management. Help to straighten out current data systems. Work with multiple data capture systems, Work on data flow transparency. Don't need to have to build a process model or data warehouse. Work will be 60% tech and 40% operations focused. Can interview and work remotely. Requirements: Must have extensive experience working in a Financial Services environment. Must know the operational end-to-end life cycle in detail, and can tie it to associated data markers and technical process flows. Workflow/timing flow/channel management is critical. Must be able to put together flow/channel charts to use Straight-through Processing (STP) or not and it has to lead to a working model. Must have experience with workflow/data connections from trade execution to position management. Experiences working with data capture systems. Experience with data transformation/data modeling. Experience with IntelliMatch and Broadridge systems for settlement. Experience with data flow transparency.",,postings.csv/DataAnalyst.csv
329,Data Analyst,Senior IT Technical Data Analyst,"Perform IT functions related to the addition of CCI and ACPNY responsibilities including project management and data management /analysis. Areas of responsibility include process improvement, disaster recovery, and business continuity. Ensure that vendor information is complete / accurate and in compliance with contractual agreements. Prepare weekly scorecard reporting, infrastructure project, IT Root Cause Analysis (RCA) and annual Business Resilience & Disaster Recovery program tracking. Responsibilities: Manage / perform data analysis and reporting on Service Level Agreements (SLA’s) to ensure that the vendor information is complete / accurate and in compliance with contractual agreements. Translate business / technical requirements into functional specifications and detailed data and process flow design documents: analyze processes, system data and business requirements and convert them into technical solutions. Develop and implement reporting / tracking mechanisms and prepare weekly scorecards, infrastructure projects, IT Root Cause Analysis (RCA) and annual Business Resilience & Disaster Recovery program tracking. Communicate with operational business users up to the leadership levels of the company in order to identify business needs, especially as they relate to the enterprise’s ability to function in the aftermath of an emergency/disaster. Complete ad hoc data analysis requests for current state, gaps and future state assessments. Qualifications: Bachelor’s Degree, preferably in an IT related field of study Project management certification ITIL (Information Technology Infrastructure Library) certification Business Continuity / Disaster Recovery certifications 10 – 12+ years of related experience, including large scale IT projects and disaster recovery/business continuity processes and projects required Exceptional technical and analytical skills with proven ability in identifying and resolving problems, recommending solutions and process improvements required Must have excellent written, verbal and interpersonal skills, with the ability to effectively communicate with operational business users up to the leadership levels of the company required Experience performing current state analysis, gap analysis and future state analysis documentation (identifying and documenting procedures and process flows) required Ability to analyze processes, system data and business requirements and convert them into technical solutions required Ability to develop and implement data analysis, data collection systems and other strategies that optimize statistical efficiency and quality required IT Infrastructure, Business Continuity & Disaster Recovery experience required High level of proficiency with MS Word, Excel and PowerPoint required Ability to interface with other teams within the IT field such as security, networking and project managers to manage support and/or implementation issues required Additional Information Requisition ID: 200D3",12.0,postings.csv/DataAnalyst.csv
330,Data Analyst,Data Analyst/Data Acquisition Speciliest with Financial Industry Exp,"Title Data AnalystData Acquisition Speciliest with Financial Industry Exp Location NYC, NY Duration 6+ Months Education Qualification Bachelor's Degree in Computer Science, Information Technology (IT), or closely related field. Masterrsquos in Computer Science or related degree Job Description Data Acquisition Role Responsible for determining systems requirements for new or modified database application programs, creates the system specifications and Is responsible for the development, testing and implementation of efficient, cost effective application solutions. Will receive general direction from the Manager, work closely with business analysts to identify and specify complex business requirements and processes. May co-ordinate the activities of the section with the client area and other IT sections (e.g., data base, operations, technical support). Work in conjunction with the data architectmodeler on the data warehouse reporting solution. Possess expertise in writing and tuning, view, stored procedures, and functions. Strong problem-solving, interpersonal, written and oral communications skills with demonstrated ability to simultaneously adjust to changing priorities, successfully completing multiple tasks. Prepares deliverables such as source-to-target mappings transformation rules documentation. 7-10 Years of relevant work experience required.Data catalogingdata profilingbull SQL Server, DB2, Oraclebull Must have knowledge of lineage and financial industry, technical metadata layer Contact Details Name Sudheer Email ID sudheerrsrit.com Phone number 248-221-1432 ldquoReliable Software is an Equal Opportunity Employer. Reliable Software does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and buess need.rdquo",10.0,postings.csv/DataAnalyst.csv
331,Data Analyst,Data Analyst/Data Scanning with Financial Industry exp,"Title Data AnalystData Scanning with Financial Industry exp Location NYC, NY Duration 6+ Months Education Qualification Bachelor's Degree in Computer Science, Information Technology (IT), or closely related field. Masterrsquos in Computer Science or related degree Job Description Data Scanning Team - Responsible for determining systems requirements for new or modified database application programs, creates the system specifications and Is responsible for the development, testing and implementation of efficient, cost effective application solutions. Will receive general direction from the Manager, work closely with business analysts to identify and specify complex business requirements and processes. May co-ordinate the activities of the section with the client area and other IT sections (e.g., data base, operations, technical support). Work in conjunction with the data architectmodeler on the data warehouse reporting solution. Possess expertise in writing and tuning, view, stored procedures, and functions. Strong problem-solving, interpersonal, written and oral communications skills with demonstrated ability to simultaneously adjust to changing priorities, successfully completing multiple tasks. Prepares deliverables such as source-to-target mappings transformation rules documentation. 7-10 Years of relevant work experience required. Data catalogingdata profiling bull SQL Server, DB2, Oracle bull Must have knowledge of lineage and financial industry, technical metadata layer Skills needed for DB Analyst specificData ScanningData Profiling"" Contact Details Name Sudheer Email ID sudheerrsrit.com Phone number 248-221-1432 ldquoReliable Software is an Equal Opportunity Employer. Reliable Software does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and buess need.rdquo",10.0,postings.csv/DataAnalyst.csv
332,Data Analyst,"Sr Business Analyst, Data Science","At Jackson Hewitt, we are working hard for the hardest working and we are on a mission to completely change the way our customers engage with their personal finances. Jackson Hewitt combines the fun, fast-paced culture of a startup with the scale and reputation of one of the nation's largest retailers (over 6,000 locations).We have a passion for our employees and our customers. We recognize and appreciate that our team members are our single greatest competitive advantage. Being an industry leader requires a consistent focus on quality, innovation, performance and results.If you love to roll in data, have an eagerness to find insights from disparate data sources, help improve products and operations with data-supported hypothesis testing, then this role is for you. This is a hands-on technical role with significant overlap engaging with business leaders. Excellent opportunity for those who want to grow into a technical manager role in data and business analytics.The Sr. Business Analyst, Data Science has a key role in Jackson Hewitt's strategic planning and data-driven decision making. This role will work closely with members from Strategy and Data Science teams. The Sr. Business Analyst is expected to perform rigorous data analytics, data visualization, and support other data initiatives across the org.What you'll do here:* Data extraction, synthesis, and finding insights from production databases* Translate business objectives into actionable technical work* Perform hypothesis testing via statistical packages, scripting and visualization* Design and implementation of analytical models, including machine learning modeling with guidance* Translate data insights into business recommendations* Prompt stakeholder management via excellent written and verbal communication skillsSkills you'll bring for success:Minimum Qualifications* Bachelor's degree in analytical field and 2+ years of industry experience in an analytical role (or) a Master's degree with 1+ years' experience in an analytical role* Exceptional SQL skills, at least 1+ year's professional experience extracting large sets of data, and design of ETL flows or data pipelines* Strong Python skills, at least 1+ year's professional experience working with statistical packages (ex: Pandas, NumPy, SciPy, Scikit-learn etc.)* Prior experience developing analytical models using scripting languages* Prior experience with data visualization (e.g. Matplotlib, Tableau, Qlik, Power BI, etc.)* Proven problem solving skills, project management skills, attention to detail, and exceptional organizational skills* Self-driven and able to deliver on ambiguous projects with incomplete dataPreferred Qualifications* Master's degree in Business Analytics, Data Science, Statistics, Econometrics, Mathematics or related quantitative field or an MBA with a concentration in Quantitative Analysis* 2+ years of relevant industry experience as a Business Analyst, Data Analyst, Data Scientist or a statistical analysis role* Prior experience in software development* Prior experience in performing analytical work with AWS components* Prior experience developing requirements and formulating business metrics for reporting* Proficiency in Excel and PowerPoint* Working knowledge of data mining using advanced ETL tools (ex: Beam, DataFlow, Spark, etc.)What you will get if you join us:* Competitive Salary + Bonus* 21 Days Paid Time Off + 11 Paid Holidays* 401k* Medical, Dental, and Vision* Commuter Benefits* Pet Insurance* Company Celebrations and Appreciation Events* Fast-paced, innovative culture with an open and collaborative environment* Ample opportunity to develop core and new skillsets and have a stake in your own success* Freedom to create your best work and make a visible impact on the organization* Opportunities for advancement within the organizationWe appreciate your interest in Jackson Hewitt Tax Service. Jackson Hewitt Tax Service is an equal employment opportunity employer. The Company's policy is not to discriminate against any applicant or employee based on race, color, sex, religion, national origin, age (40 and over), disability, gender identity, sexual orientation or any other basis protected by applicable federal, state, or local laws. Jackson Hewitt Tax Service also prohibits harassment of applicants or employees based on any of these protected categories. It is also Jackson Hewitt Tax Service's policy to comply with all applicable state and federal laws respecting consideration of unemployment status in making hiring decisions.Other details* Pay Type Salary* Employment Indicator Corporate* Travel Required No* Required Education Bachelor's Degree* Jersey City, NJ, USA",2.0,postings.csv/DataAnalyst.csv
333,Data Analyst,Senior Data Analyst - Data Governance,"Role Senior Data Analyst - Data Governance Location Remote for now (Must live in NJ or NY or be willing to relocate once cities open) Duration Long Term Required Skills Strong data analysis and data modeling skills on large, enterprise-based initiatives. Data Catalogs Data mapping logical models to physical models Working knowledge of data architectures, data normalization and data classification Hands-on experience with industry leading data governance tools. In depth experience in applications project-related data analysis. Excellent analytical, problem solving and conceptual skills. Good project discipline, operating as part of a team or across teams to reach agreement to the enterprise view of the data Implementing best practices for data governance practices related to standard naming, data definitions, taxonomy SOFT SKILLS Excellent verbal and written communication skills with an ability to express complex business rules in a data model and to interpret the data rules from a data model. Strong interpersonal skills. Presentation skills Ability to shape communication for different audiences Ability to work well on cross-functional project teams within Technology, Product and the business environment. Reliable Software is an Equal Opportunity Employer. Reliable Software does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.",,postings.csv/DataAnalyst.csv
334,Data Analyst,"Senior Manager, Data Analyst","New York, NY Apply Now GENERAL SUMMARY This position will provide day-to-day and strategic support for NKF’s Salesforce and data analysis. This includes overseeing data integrity, report writing, data interpretation and analysis, end user support, and on-going training. The Senior Manager, Data Analyst will also participate in cross-departmental collaboration to produce strategic analysis for different business units at NKF. The position will report to the Salesforce Director and help to identify and meet current and future data needs. PRINCIPAL DUTIES AND RESPONSIBILITIES Work with management to identify and prioritize analytical and reporting needs Interpret data, analyze results and present findings and recommendations to business stakeholders Identify, analyze, and interpret trends or patterns in various data sets Assist teams and individuals with creating and customizing reports and dashboards Salesforce user administration – setting up and managing users, roles, views, etc. Manage day-to-day support and troubleshooting Manage regular system maintenance and data cleansing activities Work alongside IT, implementation partners, and internal stakeholders to ensure Salesforce configuration supports the business requirements Participate in ongoing CRM enhancement projects, continuing to identify areas for improvement and growth in the CRM platform Develop and implement training for users and maintain guides and procedure documentation Other duties as assigned MINIMUM QUALIFICATIONS Bachelor’s Degree from an accredited college or university 2+ years of hands-on Salesforce administration experience. Familiarity with NGO Connect and Salesforce certification preferred. Strong ability to create and upkeep comprehensive Reports & Dashboards Experience with statistical methodologies, Google Analytics and/or other data analytics tools preferred Experience with Business Intelligence tools such as Domo, Salesforce Einstein, or Tableau preferred. Ability to develop and deliver application usage/best practice trainings on an ongoing basis Excellent verbal and written communication skills. Excellent interpersonal, time-management and organizational skills. Must be assertive, confident and project a positive presence. Please apply via email with your resume, cover letter, and salary expectations: Contact: NKFrecruitment@kidney.org",2.0,postings.csv/DataAnalyst.csv
335,Data Analyst,Risk Adjustment Data Analyst,"Job Summary: The Data Analyst leads the technology process for the end to end Risk Adjustment Processing System (RAPS) and Encounter Data Processing System (EDPS) data flow and works within key regulator guidelines for acceptable data submission. Using SQL and SAS programs lead the gathering of data for submissions Risk Adjustment. As the senior analyst of data, will be responsible for leading the manipulation of large amounts of data and managing data submission with minimum supervision Lead the coordination with IT and other departments involved in running Edge Server and/or Risk Adjustment data submission, as well as all other mandatory aspects of Risk Adjustment and -Risk Adjustment Data Validation (RADV) Oversees the creation of technical documents and high level solution designs Recommends best practices for delivering business solutions Leads the development, testing and implementation of system specifications Oversee the coordination with IT and other departments involved in running Edge Server and/or Risk Adjustment data submission, as well as all other mandatory aspects of Risk Adjustment and Risk Adjustment Data Validation (RADV) Interact with RA leadership to create predictive models using information obtained from data mining or analysis Lead, manage, develop and train less-experienced staff by providing guidance to other analysts and quality review their work Conduct gap analysis, data collection and validation related to Risk Adjustment activities Performs other functions as assigned by management Qualifications: BA/BS in Mathematics, Statistics, Computer Science, Actuarial Science or other strong analytical field required; MS or MA is a plus IT experience strongly preferred Actuarial experience and passing of Actuarial exams is a plus Requires 7 years’ experience with analytics in health care, insurance or related field; clinical and medical claims data and disease diagnostic coding practice a plus Knowledge of risk adjustment programs for Medicare/Medicaid, or risk mitigation programs under ACA, is a plus Strong analytical skills; experience with relational database and techniques Strong problem solving skills Strong written and oral communication skills Expertise with statistical software tools in order to perform data manipulation and analysis Computer skills: Advanced knowledge in Excel (including pivot tables) and Access required Advanced knowledge of SAS or SQL required Knowledge of R and Python is a plus Horizon Blue Cross Blue Shield of New Jersey is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, protected veteran status or status as an individual with a disability and any other protected class as required by federal, state or local law.",7.0,postings.csv/DataAnalyst.csv
336,Data Analyst,Data Analyst III,"The Data Analyst III assists with contract activities specifically related to External Quality Review (EQR) requirements including performance measure validation, performance improvement and data validation projects. They assist in the design of quality improvement studies, conduct quantitative and qualitative data analysis, compile results, and write reports for both technical and lay audiences. In addition, the Data Analyst III is responsible for the implementation of these activities and coordinates the resources needed. The Data Analyst III will also assist in performance measure development including the alignment of these measures with national standards, practice guidelines and/or published best practices. Reports for these studies may require small- and large-scale background research. This individual participates in departmental workgroups to improve the efficiency of review and analysis processes. They must also maintain close communication with the client and participating MCOs for the purposes of providing support and guidance towards the successful completion of these activities. The Data Analyst III plays a key role in coordinating IPRO-MCO quality improvement activities. QUALIFICATIONS: Strong communication skills (written and verbal) with the ability to clearly and thoroughly present quantitative and qualitative project findings to interested parties with varying technical backgrounds. Strong interpersonal skills with the ability to interact effectively with internal and external customers. Strong analytical skills with the ability to prepare cogent analyses using a variety of statistical, spreadsheet, graphic and database programs. Ability to handle all stages in the full cycle of a research project. Strong time management skills with the ability to meet deadlines and client deliverables. Knowledge of managed care operations, performance measurement and research methods preferred. Ability to analyze and interpret health care data, e.g., claims, encounters, health records. Ability to coordinate workgroups to design quality improvement studies and other health care studies. Ability to work well independently, with minimal supervision, as well as in a team environment. Strong computer skills in various software packages (Word, Excel, Access and PowerPoint). Willingness to learn new software skills as needed. EDUCATION & EXPERIENCE: Bachelor’s degree in an analytical, research or health-related field, required. Master’s degree in public administration, public policy, public health or related social science with course work including both statistical and process analysis, preferred. A minimum of two (2) years external experience working in a health care field or equivalent experience in a Managed Care department, required. Significant experience with a variety of software packages, particularly Word, Excel, Access, and PowerPoint. SAS/SPSS and visual analytics tools (e.g., Tableau) experience preferred. IPRO offers a comprehensive benefits package. IPRO is an Affirmative Action/Equal Opportunity Employer. All qualified applicants will receive consideration for employment for without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status",,postings.csv/DataAnalyst.csv
337,Data Analyst,"Sr. Data Analyst, Retail Media","Who we are Criteo (NASDAQ: CRTO) is the global technology company powering the worlds marketers with trusted and impactful advertising. 2,800 Criteo team members partner with over 20,000 customers and thousands of publishers around the globe to deliver effective advertising across all channels, by applying advanced machine learning to unparalleled data sets. Criteo empowers companies of all sizes with the technology they need to better know and serve their customers. A Sr. Data Analyst on the Brand Analytics team is a key player in understanding every aspect of Criteos complex business. This role interfaces across the organization to answer challenging analytical questions related to the performance of Criteo products for Brands. The scope involves both technically rigorous work, including the use of leading-edge data analysis technologies, and daily interaction with other cross-functional business units as well as external clients. What will you be doing? As a member of Brand Analytics, you will be joining a team that is growing and in spotlight with focus to turn rich data into actionable insights. We are looking for experienced individual who enjoys collaborating with various Executives, Account Strategy, Sales or Marketing and help them make data driven decisions. Whether you are delivering clear and actionable insights to advertisers or retailers, analyzing customer behavior and trends, setting up testing or data mining you will be working with sharp individuals leveraging cutting edge technology and mining multi-terabyte datasets. You have proven track record of strength in quantitative analysis, committed to rapidly advancing in your career and strong interest in learning and shaping the e-commerce retail. Who you are Bachelors degree or higher in a quantitative field (Data Science, Engineering/Computer Science, Economics, Mathematics, Statistics, Finance, etc.) 3+ year work experience with a SQL-like query language, Python, and/or R Clear communicator who can explain and understand complex problems while dealing with both non-technical and highly-technical teams Ability to structure and solve difficult problems with minimal supervision Intellectual curiosity coupled with exceptional attention to detail At Criteo, we dare to be different. We believe that diversity fuels innovation and creates an energy that can be seen and felt all over Criteo. We champion different perspectives and are committed to creating a workplace where all Criteos are heard and feel a sense of belonging. Criteo collects your personal data for the purposes of managing Criteo's recruitment related activities. Consequently, Criteo may use your personal data in relation to the evaluation and selection of applicants. Your information will be accessible to the different Criteo entities across the world. By clicking the ""Apply"" button you expressly give your consent.",,postings.csv/DataAnalyst.csv
338,Data Analyst,Sr IT Technical Data Analyst,"Perform IT functions related to the addition of CCI and ACPNY responsibilities including project management and data management /analysis. Areas of responsibility include process improvement, disaster recovery, and business continuity. Ensure that vendor information is complete / accurate and in compliance with contractual agreements. Prepare weekly scorecard reporting, infrastructure project, IT Root Cause Analysis (RCA) and annual Business Resilience & Disaster Recovery program tracking. Responsibilities: Manage / perform data analysis and reporting on Service Level Agreements (SLA’s) to ensure that the vendor information is complete / accurate and in compliance with contractual agreements. Translate business / technical requirements into functional specifications and detailed data and process flow design documents: analyze processes, system data and business requirements and convert them into technical solutions. Develop and implement reporting / tracking mechanisms and prepare weekly scorecards, infrastructure projects, IT Root Cause Analysis (RCA) and annual Business Resilience & Disaster Recovery program tracking. Communicate with operational business users up to the leadership levels of the company in order to identify business needs, especially as they relate to the enterprise’s ability to function in the aftermath of an emergency/disaster. Complete ad hoc data analysis requests for current state, gaps and future state assessments. Qualifications: Bachelor’s Degree, preferably in an IT related field of study Project management certification ITIL (Information Technology Infrastructure Library) certification Business Continuity / Disaster Recovery certifications 10 – 12+ years of related experience, including large scale IT projects and disaster recovery/business continuity processes and projects required Exceptional technical and analytical skills with proven ability in identifying and resolving problems, recommending solutions and process improvements required Must have excellent written, verbal and interpersonal skills, with the ability to effectively communicate with operational business users up to the leadership levels of the company required Experience performing current state analysis, gap analysis and future state analysis documentation (identifying and documenting procedures and process flows) required Ability to analyze processes, system data and business requirements and convert them into technical solutions required Ability to develop and implement data analysis, data collection systems and other strategies that optimize statistical efficiency and quality required IT Infrastructure, Business Continuity & Disaster Recovery experience required High level of proficiency with MS Word, Excel and PowerPoint required Ability to interface with other teams within the IT field such as security, networking and project managers to manage support and/or implementation issues required Job Type: Full-time Additional Compensation: Bonuses Benefits: Health insurance Dental insurance Vision insurance Retirement plan Paid time off Schedule: Monday to Friday Company's website: www.emblemhealth.com Work Remotely: Temporarily due to COVID-19",12.0,postings.csv/DataAnalyst.csv
339,Data Analyst,Senior Marketing Data Analyst,"About us ERGO is a marketing technology company that drives the relevance of what’s inside an email with Smart Content. The best way to understand what we do is to imagine that you’re reading your favorite magazine, and with every page you turn, the magazine learns to anticipate your needs and interests and adapts with relevant content. Our platform leverages big data to drive our Smart Content modules in digital channels. We use our technology platform and professional-services offering to help grow Fortune 1000 brands. About the Role We are looking for a Senior Data Analytics Manager to join our team. Your primary responsibility will be to analyze data and develop visually appealing easy-to-understand charts, graphs, reports, dashboard views and insight narratives and recommendations. More specifically, you will be responsible for: Designing and automating reports for specific products, customers and programs using Python, SQL, and Tableau Developing and presenting reports with insights to help drive customer and internal decisions Performing ad-hoc analysis of composite data to quantify trends in market/customer behavior Designing visually compelling dashboard views for our clients Developing a thorough understanding of email user data flow Developing and maintaining internal and external controls to store and retrieve client data, reports, marketing material, and other data What The Role Requires Have a deep passion, curiosity, and understanding of advanced data analysis and a strong business sense Are a self-starter, problem solver, resourceful and are able to work with limited supervision Are flexible and able to manage multiple tasks and deadlines Have a strong team spirit Are a strong verbal and written communicator and excellent collaborator that values building strong relationships with colleagues, clients, and other stakeholders Have the ability to understand complex topics/processes/problems and explain them to your colleagues in simple terms Are customer, results, and solutions oriented Have 3+ years of experience in a role that required advanced analytics, extensive reporting, and abstracting insights/recommendations from large datasets Have a University Bachelor’s Degree in Science, Computer Science, Statistics, Economics, Applied Mathematics, Operational Research, Business Intelligence or similar quantitative discipline Have an excellent knowledge of Tableau and Excel (VLookups, Index, Match, SUMIFS, COUNTIFS functions a must) Have or can quickly develop a working knowledge of email marketing and web analytics Ability to help us win on Trivia Night Perks Choice of Blink Gym or Citibike membership Bagel Mondays Working From Home Fridays Total of 24 PTO package that includes things like: company shut down between Christmas and New Years, Presidents' Day, Martin Luther King, Jr. Day, two 4-day weekends on the summer holidays, July 4th and a 4-day Thanksgiving break. This also includes 10 PTO days to use at your convenience. Office bar cart, daily produce, healthy and unhealthy snacks, Nespresso Pool table Health, vision & dental benefits 401k plan with matching Pet-friendly office Referral bonus program A comprehensive career development program and training Fun company outings and events Very cool industrial-style West Village studio space The best perk? Our people. If you’re ready to join us, apply now!",3.0,postings.csv/DataAnalyst.csv
